@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'minimize the loading icon to  corner no need to fading the screen it makes eye tired )',Crash
'his system is very slow and it takes me valuable time to do reports because of system freez  have better things to do that wait on this system to respond',Crash
'ometimes its a bit slow and the screen freezes when trying to attach receipts but otherwise a really good system',Crash
'obile app crashes and is slow to load hotel booking prices are incorrect on occasion hotels will not show up on list even when  know it exists in a referenced area on occasion',Crash
'lease allow uploading of  file that contains all receipts',Crash
' had a difficult time uploading my receipt had to call  and it took them  hour lso  dont think  received my reimbursement for my last course',Crash
' was not able to submit claims with exceptions  even though they were justified the system blocked me',Crash
'he business mileage receipts rules are different to previously they were on a sampled basis and now have moved to not after the date of travelas  submitted all of my previous fuel receipts for the closedown of the old system  now have lots of warnings he claim system is now more time and labour intensiveand frustrating to use hy do we need more claims just to add fuel receipts here has to be a more elegant way than thishe copy and paste function of claims ought to highlight which is the pasted claim or you think it hasnt done itbut it has and you now have to do more detective work to find out which one is the copied one and which you should delete!!hoto loading of receipts is useful but what do you want me to do with the paper ones now eep them for  years ve asked a colleague if he knows what to do with the paper ones tooand he doesnt knowtandard corporate mileage differs from mileage calculatorwe get a warning if we change',Crash
' may be missing it but there needs to be an easier way to include hotelcar exception form from izero  ended up copingmy exception form to my desktop converting it to a  and then uploading it to my report f there is an easier way already built in please inform me ) hank you',Crash
'appalling design utterly frustrating dumb system ie will not learn designed more for the benefit of its own bureaucrats pointless drop down menus which are often hidden of questionable reliability it has crashed on me several times if only there was negative rating above',Crash
'wful system useless interface lousy customer service unreliable with frequent glitches  a compete and utter waster of time and money f only it could be given minus stars',Crash
' like the new system but its tricky uploading receipts if you dont have a work phone s there an  that can be put on personal phones',Crash
' are doing great its me thats still struggling with some of the uploading of the receiptsll master it  know  will! ust need to keep practicing',Crash
' Concur application is slow and mobile app crashes in i xx',Crash
'slow loading',Crash
'ery clunky when submitting itemized expenses litchy when submitting managers name',Crash
'pp keeps crashing when trying to add an expense to a report nce submitted udit takes way too long to process and approve',Crash
'ploading receipts at ',Crash
'henever attaching a receipt to the expense line the system freezes',Crash
'he receipt attachment workflow is totally counterintuitive and a neverending spinner is displayed even after a receipt is uploaded successfully',Crash
'temizing hotel taxes and rate takes too long and sometimes the  spinning gets hung up eed to work on faster system or do away with the tax and daily rate itemizing',Crash
'ery slow line item loading and update in nternet xplorer ',Crash
' attached a receipt to one of my entries and indicated in the eceipt tatus field that a receipt was attached ven though  did this it still gave me a flag stating  needed a receipt t took many iterations of detaching it and reattaching it to get the flag to disappear',Crash
'quite slow processing (attaching uploading files)',Crash
'y expense report crashed  times while doing the hotel itemisation!!',Crash
'he vailable eceipts window states ou have no available receipts however  uploaded it t shows on the eceipt mage tab but not in the vailable eceipts window s this a glitch or can it be made more intuitive',Crash
'low and theres a disconnect between uploading receipts via app and whats available via web aybe m missing something but the receipts should be a click option to locate the options and attach',Crash
'banking information was confirmed previously and then mysteriously disappeared since  had time dependent expense submittal  now cannot receive the reimbursement',Crash
'ery very slow downloading imageslmost left the page it took so long was not in ii environment at the time',Crash
'ad problems entering profile information oftware glitch',Crash
'he submission workflow is different on the device and on the web app ot sure why reciepts uploading is distinct from the claim itself dd another line checkbox would be good as well',Crash
'ry to eliminate hard copy submission process only soft copy uploading should be there in normal casesave aper ave ree',Crash
'irtually trouble free except for occasional glitch when a card transaction is imported ost frequent glitch is that ity of urchase does not populate for a few of the businesses  frequent',Crash
'he process of uploading and attaching receipt images still seems a little cumbersome and confusing (not intuitive nor clearly explained)',Crash
'he expense site could be improved to include ease of uploading an agenda  just uploaded mine under receipts',Crash
'll good attaching receipts were goodno glitches!',Crash
'ocked out of concur on phone y user experience is bad nfinite loop of resets',Crash
'ts getting better utoloading receipts is great connecting itineraries to trips when you have multiple expense reports is clunky at best',Crash
'ystem crashed when planning trip resulted in large fare price increase plus hours wasted trying to book the tripystem crashed when expensing trip resulted in about  hours wasted at work filling out expense reportope that Concur can do much better next time',Crash
'ate submission due to browser problems uploading receipts',Crash
'eb page locked up   when  tried to upload receipts from a file id you know at arvard business school they study how  manages to make a profit with such horrible software platform t is one of the greatest mysteries in the history of capitalism',Crash
'till freezes up quite a bit articularly in the receipt image gallery eally liked the rental car function',Crash
'roze and had to shut down which i lost what i was not able to save',Crash
'litchy',Crash
'our system tells me it has taken an upload (of a receipt file) and then  get the report returned citing no receipt   uploading the receipts!!! his is very frustrating',Crash
'ast ime my eceipt was rejected and there is no way to reach the person who had denied it t takes huge amount of time uploading receipts now and then',Crash
'oorest system  have ever seen hen we are already uploading the receipts what is the need to calculate cents in the itemization section ts not only time consuming its pathetic when we do the calculation of just  cent',Crash
'or the most part Concur has worked well as crashed on me a couple of times today',Crash
'interface speed can be improved specially loading receipt images',Crash
'low program  non intuitive  locks up all the time',Crash
'lerts for uploading receipts continued despite uploading the image on the app and on the computer',Crash
'all my allocations disappeared and  cant find them or get things allocated successfully',Crash
'eceipts take too long to upload and receipt allery often crashes',Crash
'ystem was really slow locked at lot temizing meals charge to the room was really confusing  hours to do this expense report',Crash
'ad several glitches in the system today which is unusual',Crash
'temization of hotel charges only works for perfectly equal room rates over entire time frametherwise the systems is blocked and the request cannot be processed',Crash
'esk top nterface is extremely slow even when just switching between transactions cumulatively it takes hours to categorize and attach receipts every month ach click causes a spinning wheel to appear',Crash
'oo slow ave to watch the spinning circle for too long',Crash
'he receipt images keep disappearing while  review them very slow',Crash
'ery difficult to get the correct amount due to employee as the system would not let me change an automated selection to correct this  really like the connectivity with expenses importing and images uploading  find some sections limiting which delays me in submitting reports',Crash
'downloading app should be suggested on entering wewb page )',Crash
'his system is much more difficult to use than previous system ts full of glitches and omissions and doesnt offer vital options (such as numerous  place names) in drop down menus',Crash
'low process of uploading photos off unsecure google account from my personal phone',Crash
'major problems uploading receipts',Crash
'ystem is extremely glitchy and nonuser friendly he pp is also very glitchy ou can enter airports up to  times before it saves when submitting an expense',Crash
'till tricky loading receipts  having to do so more than once is unfortunate opefully not  but sometimes claims get sent back for small things that could be done by the checkers  eg change it from eceipt to ax eceipt',Crash
'here is an issue when uploading a hotel receipt via the laptop he upload does seem to complete but the receipt is uploaded when  close the browser and go back into concur',Crash
'litches with daily allowances cause me stress every time  need to submit expenses',Crash
't crashes occasionally',Crash
'Concur locks up every time  submit a receipt  am forced to close the browset and relog in every single time  want to attach a receipt his is a problem  have had with Concur for over a year  use ac and hrome',Crash
'et again system locks every single time  have to attach a receipt forcing me to quit and log back in for every expense his system is timeconsuming and immensely wasteful',Crash
'eceipt handling could be easier ber for example doesnt give clean receipts that easily fit on a single page  as such m forced to sometimes upload two images per receipt lso they handle tips as separate charges which means the same receipt may apply to multiple charges but once  assign a receipt its gone and  have to go back for a screenshot upload it and do it all again t should stay in the list until  indicate that m done with iteceipt image refreshing is frustrating as well but  just found the refresh function in the vailable eceipts window hat helps but it would be nice to have that feature everywhere a receipt is displayed ometimes m doing a report on my  while taking pictures of the receipts with my phone  Concur isnt set up to handle that in realtime eceipts uploading as a report is being finalized ou seem to require all receipt images to be uploaded before a report is finished ere not all that organized',Crash
'system locked up twice and had to shutdown and restart computer when trying to upload hotel receipt',Crash
'his is one slow awkward thing to use both on the desktop and mobile versions lso the photo takeedit feature on mobile works very poorly or an idea of how it should work try the otot application for ihone here is way too much delay loading when moving from one tab or window to the next entering individual expenses is slow and clumsy temization of hotel charges should be pulled directly from the attached receipt hen receipt files are attached to the report but not a specific expense they can be viewed but not assigned to the corresponding charge and therefore mush then be reattached which makes no sense ots of room for improvement left',Crash
'xpense reporting app  xpenset could be betterfaster for uploading of receipts',Crash
'Concur continues to lock out employees and force lengthy time spent on the phone with support to even get access here is also no sensible way to edit expenses for example trying to itemize a receipt lso the auditors cant seem to understand the math on a bill if the receipt image doesnt have the tip written on it learly the remaining amount is the gratuity!!',Crash
'ownloading receipts are still a challenge and it still takes time to complete the expense reports',Crash
'ept booting me out and glitching today',Crash
' often face some issues while uploading receipts therwise it works good',Crash
'rashed on me this morning ',Crash
'ery slow uploading receipts',Crash
' cannot understand why  have to set the password on mobile phone about screen lock in order to use Concur pp',Crash
'obile  always crash',Crash
'ploading a receipt is intuitive but having to attach it to an expense after  uploaded while editing the expense is confusing and irritating to have to go back through the report to find out which one didnt attach',Crash
'o glad you askedirstly the system is very slow and crashes often he  is very poor and asks for lots of repetition on each entry xample why do we have to enter same business reason on each entry if its the same projecthe drop down menus are always missing items and the system goes into limbo searching for a reference locking you out until it wakes upvery selection take huge amounts of patience and it takes hours to do a claim and check it properlyhe system needs to be faster and more intuitiveemail me at pierreicaecom if you want to reach mehanksierre',Crash
'Concur repeatedly crashes when a specific date is entered for an expense entry  different date for that claim has had to be entered',Crash
'get transactions onto internet quuickerprovide option for larger view when looking at receipts for gallery  seems there should be a way to speed up attaching receipts vs reloading screens',Crash
'having a lot of difficulty uploading receipts',Crash
'xpense t pp has not been uploading whole week of trip and again today',Crash
'aving the  Concur loaded onto my works mobile makes it so much easier when uploading and adding photos of all receipts',Crash
'eceipts that are uploaded via the app from the phones camera most always do  attach to the report hen receipts are detached from an expense they  disappear and about % of the time the expense type does not align to the receipt thus every single expense line item has to be opened and manually be corrected his is  too time consuming as the system needs to fit the user not the user be a slave to the systems woeful shortcomings',Crash
'll in all  like Concur but  havent used it for international travel yet ope it handles conversion rates well ated  of  today because  would like to see the yellow warning triangle disappear when we attach receipts as instructed for meals',Crash
' think uploading receipts is complicated and confusing',Crash
'ou need to get rid of the lock out if someone forgets their password lso you need to let us save our passwords on hrome so we do not need to remember them ery frustrating and annoying',Crash
'Concur sucks  ths took all day to upload and submitt  the software and the mobile app are full of glitches',Crash
'd give zero if  could low overly finnickity and has a tendency to freeze or crash',Crash
' wish the receipt images were larger when browsing uploaded receiptshe website is mostly easy to navigate but  find it very difficult to find past expense reportshen uploading the receipt image part of the website seems to reload and be unresponsive for a bithe phone app is great!',Crash
'ot userfriendly at all ery glitchy errible experience',Crash
'ts a bit glitch still',Crash
'he ipad is glitchy and gets hung up on images',Crash
'he cursor goes between a loading circle and the cursor pretty much the whole time m using the site which is annoying and makes it hard to select options  do like how quickly  can take a picture with my phone and the desktop site populates',Crash
'equests should not disappear from my Concur until the money has been direct deposited into my account',Crash
'ploaded receipts should be available even if you deattach them from a specific expense hen they disappear users are unable to retrieve them for other purposes s such if  make a mistake  lose the receipt so  might as well save the receipts to my phone instead of your app',Crash
'iphone app freezes when loading receipts directly from phone camera',Crash
'the processing time for receipt uploading slightly time taken',Crash
'eceipt uploading is confusing  lot of places to upload receipts however some dont show you have just uploaded receipts thers dont delete a wrong receipt thers store incorrect receipts and even though you say delete',Crash
'ploading receipts to the new system doesnt work very well at all',Crash
' bit difficult uploading receipts',Crash
' am not able to get the option to upload excel sheetsploading details one by one is very time consuming',Crash
' was locked out twice in one day and only able to get in when  reset my password twice  know  was using the right password and username something is wrong with your login process ts extremely frustrating',Crash
'his  is almost unusably confusing and slow nd receipts just disappear into the ether with some regularity or have very high latency of showing up in the ',Crash
'ploading receipts via mobile and working on the web page is fine using xpenseit  have issues every time  try to install the  Concur mobile app to my phone (amsung alaxy + ndroid reo) and have now stopped trying',Crash
'very good  like the conur app for uploading receipts',Crash
'he yellow icon about receipt images required should disappear if receipts are actually uploaded',Crash
') Concur would not accept receipts and kept crashing) t was difficult (t could have been made easier) to findchange perdiem meal selections',Crash
'et me click more than one box when uploading receipts often  have multiple receipts in one image',Crash
'oading an expense already made to the corporate credit card into an expense report isnt intuitive t took a few minutes to figure that out',Crash
'he software should no longer warn of an exception once it has been addressed here is no place to upload a conference agenda separate from uploading a receipt n addition this text box should wraparound and not continue on a single line',Crash
'ven giving due consideration to learning a new system this one is decidedly not user friendly ploading individual receipts rather than scanning all receipts over the threshold is time consuming and the handling of expenses directly billed to and paid by the bank is not at all intuitive',Crash
'ot very intuitive to begin with but once you get the hang of it its fairly easy to use  had to call elp esk to help me answer questions on a few roadblocks to get started',Crash
't is slow when loading to view receipts can they be loaded faster',Crash
'he receipt upload interface was very confusing  kept reuploading the same receipts because there was no display showing me what receipts  had uploaded',Crash
'ery glitch now opulates hotel info incorrectly  type in numbers and they disappear ery disappointed with this session of Concur',Crash
'ery confusing interface  also tried uploading a receipt several times and it never finished n addition how can  delete expenses that are no longer valid',Crash
'remains cumbersome to use slow to upload receipts when emailed tried uploading a receipt to my ihone twice and didnt take says try again later  gave up main screen remains difficult to work with lots of wasted space and difficult to maneuver customize',Crash
'hen trying to attach a receipt in hrome the upload feature is broken t appears to struggle to upload the document and keeps spinning dditionally every time  try to allocate an expense the screen refreshes before  select an allocation which takes extra time to submit the report',Crash
'reezing at times',Crash
'freezes deletes info and pics',Crash
'currency exchange feature is almost always wrong with no obvious way to correct it ite freezes occasionally explanation should not be required for amounts less than $ in accordance with company policy his will undoubtedly be rejected by accounts payable for some stupid technicality that they cannot (will not) correct for some reason his report shouldnt have taken  hours',Crash
't was a challenge to create the travel tenas this was created in the trax system and occurred during the go love for Concur ploading each receipt image vs all of them at once was not clear but figured it out',Crash
' wish that when  take a picture of a receipt and enter information it would not keep disappearing',Crash
'too slow uploading receipt images',Crash
'oftware is easy to navigate but whole process is way too time consuming matching receipts uploading cell bills and adding attendees to each & every expense when food is involved is all way too time consuming',Crash
'ou have asked me  times for the same proof of payment which  have submitted before nd you blocked my card when  was abroad for business based on expenses that have been settled  years earlier ot very happy about that',Crash
'roblems loading receipt on cell phoneow do change email address on my cell phone where  upload receipts',Crash
'asy to add expenses utomatically loading credit charges is a great feature!',Crash
' little slow in loading and saving uploaded receipts or data',Crash
'he web page is easy to navigate enu items are intuitiveploading of attachments is convenient toohanks',Crash
' ifficult to see where receipt images are being uploaded to sometimes they get tied together (uploading to same expense) make it possible to detach when multiple images are uploaded together for  items auto refresh receipt gallery when an availa',Crash
' am having trouble adding receipts from the phone app by taking pictures of them hey often do not show up correctly on the system and  then duplicate my efforts by scanning them into my desktop and uploading lso it would be very helpful if under the personal mileage category the locations provided a drop down box with previous locations you have used',Crash
'ant currently use pp on iphone or ipad as it is not loading since latest upgrade',Crash
'pp crashed multiple times so was forced to use website isting all attendees of a large party is very cumbersome earch function for attendees didnt work so was forced to enter manually',Crash
' keep loading receipts and they dont show up',Crash
'he website crashed  times while trying to file this report',Crash
'eceipts are disappearing from the phone hy',Crash
'not happy that i cant take picture with my camera (concur ap) and save to concur on my computer not sure what the glitch is but we used to be able to do it and it was so simple',Crash
'too slow to loading and always fail in  log in',Crash
'gainst ne xpense ead laim if  receipts are available ption should be given to pick up all  receipts in ne go rather than uploading ne after one receipt which is time consuming',Crash
'spinning wheel all the time!',Crash
'nternet xplorer crashed  times when attempting to review attachments',Crash
'ce block for leaning alidation',Crash
'constantly freezing very poor',Crash
'ften when not online the mobile app wont go past a blank white screen hen  am signed in prior to being offline (while in flight) and  enter receiptsexpenses that go into my library and are waiting to sync nce m online these items refuse to sync (this happens almost every time)  decide to work with online items that  syncd before the flight  create a new report go to attach items nothing comes up even items  just looked at in the receiptsexpenses on the mobile uggested to login again  sign out of the app  login with my company code and a blank white screen and a spinning wheel ours to a day or so later it might login again f the items waiting to sync a few of them have multiple receipts or expenses for each item and some are missing entirely and dont show they are waiting to sync still',Crash
'hanging expense types cost centers etc takes extra time the page refreshes then sometimes if you already put a business purpose it disappears seems like it could be easier lso sometimes transactions for airtravel have multiple line items but are all on one receipt frustrating to have to reupload the same receipt  times instead of being able to link all expenses associated with that receipt xample  outhwest airfare plus early bird check in each way generates  line item transactions on concur but all are on the same receipt',Crash
'what a lousy experience  have    use Concur ecommend getting rid of it and saving the mental health of all employees in ockheed arin',Crash
'his tool has many glitches t took much longer to get to the point where  could submit than the previous tool',Crash
'uality issues  many times an expense would not save ad to cancel and reenter pload of receipts often locks up requiring reopening the entire expense report otating receipts is not persistent o option to crop receipts',Crash
'roblems with move from pendvision  cant work out how to refer to request from pendvision seems to be some glitch re travel partner paying with corporate card but not coming up so cant submit claim',Crash
'ncredibly hard to use and constantly glitchy dministrators at institution are not getting the requests that  send them',Crash
'uite timeconsuming to scan in every receipt and then rename and file them in computer before uploading them onto system s there a quicker way',Crash
' always have issues trying to submit claims oday the receipts disappeared and  couldnt attach them to expense lines',Crash
'ept crashing',Crash
'ery slow akes ages to enter details ave to enter info in the correct order otherwise the data is lost and has to be reentered ot intuitive in terms of matching expenses and having to go in and out of several screens to complete just one expense entryopefully the new guys from  can sort this out soonn the positive side  like being able to take photos of receipt and uploading them hat bit it easy although when browsing through the receipts the images are too small to see without having to select one and zoom in his takes several mouse clicks and adds to the time to complete',Crash
'too difficult to create the named listwhen you have made the list it disappears if you do not tick of the names that is not obvious',Crash
'he application is very slow and crashed  timed out a dozen times',Crash
'ts good  dont travel often so it takes me a few minutes to refresh my memory on the process ove the mobile app for uploading receipts',Crash
' ystem is very slowrogram freezes preventing the ability to add information this report took  hours to complete most of that time was waiting for the system to accept the information',Crash
'ad issues uploading receipts',Crash
'errible rustrating and took hours to complete lags for items that you cant control  like looking for receipts for foreign currency exchange charges that do not exist lso uploading an affidavit but flag still does not clear',Crash
'eed to enable option for uploading same receipt to multiple expenses(bank fee & transaction charges)',Crash
'ystem takes a long time to load uploading receipts is often long winded as they take ages to become available',Crash
'ook a very long time to enter because it was forcing me to enter  required fields for roject and  forget the other one  kept selecting operating but wouldnt save ould save then disappear when tried to fill in the other required field inally selected efault perating and that seemed to work',Crash
'y contacts disappear   !!',Crash
'the emailing of receipts is still glitchy',Crash
'my receipts are not saving and they are not uploading so that  can do an expense report it is very frustrating otherwise great service',Crash
'oure app is not uploading receipts all the time ts glitchy',Crash
'he ppend button on receipt management always locks my computer up and  have to close the window t is very annoying to attach receipts',Crash
'crashed several times can get rid of receipts in account duplicate entries asked for other than that  like it also the travel portion is lacking but it di find me a cheap hotel room last week when  was unable to find one',Crash
'uploading the scanned documents was a little challenging o  need to both send them by email and upload them',Crash
'ntentional roadblock to timely payment of contractually owed fees',Crash
'#',Crash
'ouldnt log in to app despite several attempts to login and reset the password clunky way to upload receipts to take a photo and send to myself hen receipts still throw up exceptions against mileage despite uploading the receipts ts taken me hours to do this',Crash
'he phone app keeps crashing when  add a receipt when creating a claim',Crash
'refer to use irport city codes for locations instead of typing complete city lso use hr clock for times  have always kept all of my receipts together to submit as a package instead of uploading each one hanks',Crash
'system was really slow today and did not allow me to upload receipts from the expensit app ad to spend time scanning recipts and uploading them',Crash
'phone app is not syncing with website huge delays on uploading receipts from camera and library took over four hours of loading time it used to be be manageable but since the new update it is painfully slow',Crash
'lot of my receipts are through email o instead of saving them in a folder then uploading them is there an email address  can forward them to',Crash
'uploading receipts seems problematic ne main receipt wasnt accepted  had to reattach again for individual expenses',Crash
'ome entries take over a minute to process he app locks up over and over!',Crash
'ouple glitches for the app for items and itemizing',Crash
'glitches keeps logging me out of the app',Crash
'ery convenient application ust a glitch in viewing the attached receipt',Crash
' little glitchy',Crash
' thought this would be easier that manual  but it is not oo much uploading and warning messages',Crash
'ay too many clicks ystem is glitchy and requires only one process to navigate different workstreams  hours spent trying to manage itinerary',Crash
' spent way too long trying to submit  clicked on the dates and the calendar would disappear  clicked on the city and it came up with countries  spend at least  minutes downloading receipts t stated several times that  needed to download receipts when  already did',Crash
'very frustrated with changes to app  uploading receipts has become very difficult',Crash
'too many delays and glitches poor response time and got forced outtook  hours to complete',Crash
'Concur  crashes on iphone i ll the time every time',Crash
'hen  attempted to submit this report yesterday the site crashed and appeared down all day',Crash
'easy to enter information uploading receipts are very quick and simple',Crash
'ompletely blocking the submission process because of some background or date setting is not really acceptable his has worked great in the past but now its terrible aving to redo reports just because of the date is not a proper resolution lease do something so this process can be  stars again hank you',Crash
'his is the slowest program  have ever used t is annoying how long it takes to complete an expense report because of the delays in loading o it is not on my end bc all other programs and applications  use work and load in a timely fashion',Crash
'ots of reeze ups while creating an expense report ad to kill the borwser (chrome and afari on )',Crash
'froze mid way though',Crash
'his app is very difficult to use and locks up',Crash
'Concur itself is relatively easy to navigate but the app often crashes and making updates in the app are typically slow',Crash
' had a receipt in my receipt store that disappeared as  was completing my report',Crash
'expense report froze several times trying to process report',Crash
'the system froze me out for over an hour then took forever to add receipt images ot my best experience to date',Crash
'ploading receipts is slow any receipts are less than $ ignificant amount of time wasted as a result',Crash
'pp was very slow and froze multiple times ery frustrating',Crash
'new app crashes (ndroid amsung )',Crash
'ber receipts not loading for view',Crash
'ery easy to use love the mobile app but keeps freezing improve that please',Crash
'  onstant loading screens are obtrusive and momentum killers',Crash
'ery onfusing submitted reports go missing and incomplete reports disappear from ipad tart over!',Crash
'ery sluggish today and crashed twice',Crash
'verall this program takes a lot of (unnecessary) time to use  often have travel entries that dont match up with expenses in my report and have trouble submitting my report because the system (incorrectly) claims an exceptionthat  didnt book through Concurploading receipts takes a lot of time ve tried using your app but it produces illegible pictures of the receipts',Crash
'site keeps freezing up',Crash
'oading individual names for a corporate dinner is slow and painful!',Crash
'retty good ot always happy with the airfare search  it blocks me if  needwant a flight slightly above the limit nd that happens for some crosscountry flights from  to the ast oast',Crash
' used to attach a single  of all of my receipts  now you want individual images which is annoying he hotel itemisation is clunky   had to manually manipulate some of the numbers to avoid the total being out of sync with the individual items plus international hotel bills do not get broken down in the same manner as  hotel bills inally  mex transactions that should have appeared did not appear in my history so  had to submit these as cash expenses and then  will need to transfer to mex manually to settle the outstanding bill  assume this last point is a glitch during system transition egardless it is still an improvement on the racle predecessor',Crash
' spent a long time uploading all of my receipts a week or so ago but they were all lost by the time  came to complete my expenses claim  had to upload them all again',Crash
'so fiddly uploading receipts',Crash
'constantly crashes on my  ad to use another  to get it to work',Crash
't crashed in the middle of expense report activity',Crash
'continuing issues with credit cards disappearing from the system (the companys and my own) meaning my bookings need to made manually with our agent',Crash
'asy to navigate airly stable crash on me while locating receipt file',Crash
'revious claim currently blocked due to inflexible validation that wont let me claim against receipts adjusted for hotel mistakes ont let me claim adjusted amount and wont let me claim vs negative invoice to adjust it so its correct either',Crash
'no choice but loading more than  participants one by one',Crash
'uploading receipts from the smartphone app is inconsistent',Crash
'rash twice during submitment',Crash
' llow selection & upload of more than  image file at a time llow selection & attachment of more than one image to an expense at one time without additional saving steps et receiptsconcurcom images to post in a reasonable amount of time cc to',Crash
'he portal should be more user friendly it is difficult to view updates while uploading the bills due to less space',Crash
'ome receipt images are showing in the pp but are not uploading to the web page',Crash
'he system is glitching  is not user friendly',Crash
'ike the option to combine uploading photos of receipts to expense reports',Crash
'upload of  stuck on the loading spinner',Crash
'pp still crashes too frequently',Crash
'lunky program on nternet xplorer  ime consuming receipt process  litchprone operation',Crash
'need to have a way to change directions or milage for road blocks or wrong turns that were taken during transport',Crash
'overall dissatisfied as it is very troublesome to clear all the block for the claim s i enter wrong expenses type for dinner and consult the support from external consultancy there are limited information from company policy hence she has given inaccurate information on whether expenses is allow or disallow',Crash
'idnt see a way to select multiple line items requiring receipts when uploading the receipt image  o  had to upload  copies of the mulitple receipt image one for each line item requiring a receipt',Crash
'very clumsy to enter expenses especially hotel receipts which are maddeningreceipt images will stop loading on occasion requiring me to quit and go back in later very frustrating and time consumingo flexibility on receipts such as when you give a yft tip it creates a whole new charge even though you only get one receipt',Crash
'rashed multiple times password issues you suck',Crash
'very time  tried to upload a receipt image  would just get the spinning wheel indefinitely d have to then reload the browser lose all my comments and upload the image from the available receipts list omplete pain m shocked at the number of glitches that Concur has (eg when you dine with an employee the meal costs are split yet all of the costs still go to me and i exceed my daily limit hats just silly)',Crash
'ploading from my cell phone app wasnt working ad to email from my cell to my email then save to computer then upload  uto populates information from one expense to the next (ity ate etc)',Crash
' ery time consuming glitchy ostly to use phone booking service nline website was down and phone booking was the only option',Crash
'lectronic receipt images taken using the new concur app instead of xpenset lost photo images before uploading or moving transaction with receipt image from phone app to server system',Crash
'umerous issues with the iad app amera causes app to crash very often',Crash
'my system locked up as  was saving the receipt for my last expense entry pun for  minutes until  ended the task hen  signed back on everything was there and the receipt was saved so no harm no foul but was frustrating',Crash
'iles uploading works slowly',Crash
'eceipts disappeared from airline purchase was forced to take screenshots for the receipts',Crash
'had trouble uploading receipts  first used the eceipts dropdown menu but nothing attached',Crash
'i had issues uploading additional images to receipts that were automatically uploaded with ezcater',Crash
'rashed three times',Crash
'eeps on freezing',Crash
'ormally the system works fine but today it froze up twice  waited several minutes each time and finally had to refresh the screen and start over',Crash
'ay too complicated to use uploading receipts very unclear',Crash
'errible t crashed on me the first time  tried to use it today hen  could not get back in to the application for some time t was difficult to determine how to expense a credit and m still not sure if  handled the receipts correctly his app is very frustrating to use  feel like m learning it for the first time each time  use it t is  intuitive to me',Crash
't takes a los of time to make these expense reports he system is slow and uploading all the receipts (one by one) does require a lot of time',Crash
'ploading photos from my phoneapp is easier then ever and saves a lot of time',Crash
' our limitations for symbols in notes are very inconvenient g  often need to use slashes or commas  am pretty confident that your developers can remove these limitations  hen  press save within an expense d like to stay within this expense on the right side of screen rather than switching back to generic screen on the right side  suggest to add a top menu item within xpense screen  anage eceipts lease add an option of uploading multiple files of receipts it will accelerate the work a lot  very time the new expense is created within report the default value for illable field is   this is inconvenient again in % cases people want the expense to be billable lease set the default to   agree that the default option for the cost center is nonbillable (when the new report is created) but it is different species',Crash
' was locked out of my account and took me three weeks to get help from support',Crash
'eceipts are not always uploading when using the app camera ',Crash
'ploading lists tends to hiccup often ould love a cut and paste option',Crash
'ot very user friendly  have tried the Concur app and it only created issues with downloading and attaching receiptsame problem with on line ne receipt for hotel and we have to put it in one day at a time and attach same receipt over and over again  feel this is a waste of time since we can select number of days at hotel and rate and all  taxes are same every day',Crash
'oo many fields required for the hotel! hy must  break down the cost when there is a physical receipt he process involves too many steps our firewall blocks evernote (where  store my receipts)',Crash
'litches in system type of expense would often change back and  would have to choose again then would lose other data  had entered usiness purpose rarely enters first time and  have to retype',Crash
'uploading of individual receipts per expense entry is too tedious for heavy users batch uploading of entire set of receipts for a particular set of submission should be an optiontoo much delays in between entries as even a sec lag in the system causes user to click on something different thus the need to redo the entry again',Crash
'he ndroid application is pretty unreliable  crashes a lot and fails to submit receipts so  end up not being able to use it (',Crash
'our phone app keeps freezing up when  try to upload my receipts',Crash
'terrible experience this month worse than any before  thought  was helping myself by uploading receipts upon purchase as xpenset prompted mebut not so total disaster  abhor Concur',Crash
'ery slow rashed twice while  was entering a claim',Crash
' quared eeps locking up asking for an  icense number although its already there!!!',Crash
'hould allow fields to be locked for the same report so repeated descriptions do not need to be added for each individual receipt',Crash
'rashed  times',Crash
'oooo long to receive my paiementsf  had an enormous salary why not but  am struggling to end the month because  have  to  blocked on concur each monthest regards',Crash
'laims for) arking ticket for pril ay ) hain ock for site akimaya &  aterank due to chain lock was vandalism) ar wash for vanza  company vehicle',Crash
' could not edit the dates on expenses directly imported from yft ( have the app synched to Concur) he import date did not match the actual receipt date but the import date is locked in and cannot be edited',Crash
't is very slow when loading pictures',Crash
'ot satisfied at all his is a clunky system that requires far too much information from the user here are too many steps wait times for loading and nonintuitive methods expense program',Crash
'ometimes is very slow specially downloading images from my smartphone',Crash
'readful experience ver  hour to process  items ystem created erroneous expense that  was unable to delete eeded to create new expense and transfer data n doing so one expense no longer had the receipt attached and no longer held in receipt library ried to take new image via pp but this stopped working and crashed elephone support was inadequate and unable to support  surely it would help if support team were able to see this issues being encountered ery poor experience',Crash
'he receipt images component was a little confusing asnt sure about attaching to expense item or first uploading to the gallery before being able to attach ther than that great',Crash
'the image uploading is cumbersome',Crash
' had a really hard time uploading receipts more so than before due to image size or unknown reasons',Crash
'ploading was very slow today',Crash
'oor user interface pplication locks up and loses information already entered  very frustrating',Crash
