@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'ransactions take too long to come through from ompany ard and become visible in this system',Other
'issues with delay in receiving receipts and problems with adding cash transactions on top of card payments lso no allowance for currency discrepancies between the exchange rate used for the cash advance versus the rate used when paying in cash which has left me out of pocket due to the difference',Other
'takes too long to complete not good waste of my time',Other
'earning new system',Other
'eed to add more itys  am unable to find some citys that  buy items in and  have to type in the closest city to where i bought the items hould be able to type in the city instead of a drop down box',Other
'idnt go through',Other
'hould display the company expense limits for things like vision benefit',Other
'emember vendors and expense type updates',Other
'se debe mejorar para que cuando se rinde por pagos cash traiga por default cash y no pending card a itemizacion para rendir hoteles es muy lenta',Other
'ok',Other
't would be nice to be able to select a personal expense without having to pick an expense type',Other
'lunch meeting',Other
'easy to use',Other
' had to update my receipt but when  removed my receipt  was forced to reitemize my hotel night s there a way for that not to happen f m saving my work why does it make me redo it if  changeupdate the receipt hank you',Other
'struggled a bit as havent used in a few years',Other
' was frustrated using this t all worked out in the end but instructions for beginners would be nice hank you',Other
'll pdate after  get eimbursed',Other
' thought this had gone through last time  tried oncur indicated it had  checked today and it hadnt',Other
'otel there is a section for other nightly expenses but those are copied onto every night even if it is used only once nstead allow people to add expenses that are time fees f  only eat breakfast  day at a hotel  should be able to add that item for just a single day',Other
'very good',Other
'ts been a challenge learning the new system he help desk number has been a big help he only complaint is the amount of places  prospect at and have to input each address is a bit difficult',Other
'e drive to so many locations in a day what we should not have to put in every address t takes hours to keep track of each address as well as log in the report',Other
'he split for hotelcost per night ither make one field for expense for three night and tax for three nights or give option to put cost per night three times plit in an odd number always gives trouble and most hotels dont have the same price per night every night',Other
'ystem working well',Other
'temization for hotel and taxes etc is too much complicated',Other
'temization can be difficult nterpretation of oncur when reading a hotel invoice leads to lots of manual correction',Other
'ystem is incredibly slow equires receipts for airfare which no receipt is provided',Other
'very slow it very easy to include charges that are not in the expense report period the itemized hotel charges dont always come through so ithe have to be entered manually',Other
' am getting better at it t is challenging for overnightper diem events when you only travel overnight occasionally',Other
'espesas duplicando sem motivosotas anexadas imagens desaparecendo gerando retrabalho',Other
'ok tks ',Other
'retty easy to use',Other
'no training on how to use',Other
'xpense could be improved especially in the cash advance area',Other
'ade light hange and because airline did not send ravel a receipt  had to go request it and have them send it to me ut oncur does not accept a word doc so  had to waste paper printing it out than taking a picture of it to meet format hen all  really should have needed was my redit ard invoice that was sent to ravel aste of time and resources',Other
'lease provide a elp option that shows how to break up the charge line in to the various required fieldsas curious why  needed to submit an airline receipt when the system already had a receipt copy',Other
'errible  this is slower than molasses very click i have to wait  seconds before my next click orse tool at oeing',Other
'too slow and cumbersome',Other
'his was an easy transaction to submit',Other
'orked great!',Other
'ot the most intuitive system to use',Other
'reated report in less than  minute )',Other
'asy to fill out and fast',Other
'xpense report completed in less than  minutes orked great',Other
'lease review and approve',Other
'tinerary should autoimportattach to expenses hy is this not the case',Other
't was somewhat difficult and cumbersome to figure out how to itemize some of the items on the required receipts robably not a big deal to those who travel all the time but  do not',Other
'ery atisfied using oncur eems to get the job done o omplaints',Other
'getting better',Other
'ip sheet was helpful ould be nice to have a local mileage of destinations from verett ike verett to enton is  miles',Other
'xcellent!',Other
'uplicate charges dont look at comments',Other
'too slow to show receipts loaded',Other
'orks pretty well asy to fill out and keep track of expenses and receipts',Other
'awesome',Other
'lease attach information that is automatically generated',Other
'good  have not travel in some time and getting back into the system was not to difficult',Other
'akes filing travel logical and easy',Other
'bsolutely the worst this process has ever been mployees are spending more time making un needed revisions to meet personal reviewers wants not best accounting practices',Other
'ood job!',Other
'his is basically my first time using oncur but  thought it was very easy to navigate through',Other
'he travel allowance function is super confusing  dont get it',Other
'otel reconciliation with food added is difficult to get right while entering in data mail sent tinerary should automatically upload when creating a new travel report r at least the option for auto upload',Other
'fine system',Other
'asy to use',Other
'ot user friendlyintuitive at all',Other
'he auto airfare receipt is excellent! ell done!!',Other
'he process for entering trip details is convoluted and opaque he user experience is poor',Other
'ood job',Other
'pplication logs double charges for items ery time consuming to correct',Other
'xpense eport function is not as intuitive as it should be to complete',Other
'he prompts are pretty intuitive',Other
'none',Other
'here needs to be an ability to enter in rupees if that is what the hotel bill is charged in',Other
'mprove the input for chargelines or provide tips',Other
'ove this easytouse expense reporting tool',Other
'xpense reporting is still very confusing and involved process',Other
'y first time getting through an entire expense submittal with no challenges',Other
'ery good',Other
'ove the new feature that attaches receipts from  and irline eceipts',Other
'he system is always super slow very button click results in a  second wait for the page to update t has been this way for over a year now',Other
'top sending these surveys!',Other
'll is good',Other
'asy to use and notifications are timely and helpful',Other
'till learning the system as  do not use it too often',Other
'aving problems with seeing expenses within the report while trying to verify each expense',Other
'once  started creating each transacrtion as  went along things got much easier for me',Other
'eed to have option multiple ttachments',Other
't seems to work pretty well',Other
'oncur needs to work on odging temization so that each day is not listed as a duplicate expense',Other
'reat application',Other
'llocation is confusing   would like to see a report where the allocations where more explicit',Other
'too complicated and non intuitive',Other
'he hotel expense is hard to fill as the expense is for each night f the first day deposit is not the same as the nightly rate + tax  have to deal with the remaining amount  have to use the total remaining amount divided by # of nights to fill in uite annoying  hope to have a better way',Other
'o clear on what certain charges should be filed under',Other
'suggestion allow multiple receipts to be added to a single expense line without asking permission for each one thx',Other
'eceipt uploads screens are very confusing to navigate',Other
'o suggestions thank you for the help you provided  tried to do this on my own unsuccessfully  thank again the tech who helped me out today',Other
'uick & asy hanks',Other
'hanks for the app for attaching photos of receipts',Other
'could not find t aul  in the list of ities!',Other
'fields to enter are ambiguous',Other
'trabajo muy bien',Other
'oing great his is a learning curve for me doing my own reports earning new things can be a challenge but trying to do my best at this hank you all for your help on getting this done in a timely matter',Other
'ery user friendly',Other
'excellent',Other
' am satisfied with my recent interactions with oncur',Other
'errible product and even worse supportave  responded to a single request for assistanceot sure how you stay in business!!',Other
'ave had difficulty with expenses recorded in the app being transferred to the website',Other
'ard to upload more than one receiptwanted to show email confirmation (with no dollar amount) and add my visa receipt nded up just attaching visa receipt',Other
'hat was very easy to complete!',Other
'y first time with this report it is fairly interactive and easy hanks',Other
'he process is easy  do not have a place to input lient ppreciation hence chose otherhanks',Other
' found oncur to be very detailed which makes the report very user friendly',Other
'ery easy to utilize',Other
'reat',Other
'ery nice to do without itinerary',Other
'eceipt images need to process faster',Other
'ets easier with every report t took me a little bit but  had a lost receipt and was able to create an exception which was much easier than trying to get a copy of the receipt from that restaurant',Other
'fter ours upport',Other
'oo complicated!',Other
'yes',Other
'ike the way it works with just one card now',Other
'ou need to make otel temization easier to do oing one time charges is  intuitive',Other
' wish we just had a credit card to use for travel',Other
'very precise and on a timely manner',Other
'an you add a section for tips',Other
'ntering  attendees manually is a waste of my time lease improve this via excel import or allowing a scanned attendee list',Other
'gas for pick up and fuel for fire pump',Other
'ser friendly and very convenient',Other
' find the combination of desktop and mobile processing works for me',Other
'ery good',Other
'ot allowed to attach two files or some expense need to attach two files in one expense row  think it is important to add if needed',Other
't will spend much time to fill all information into this uggest that we can attached the excel for details information in future',Other
'one',Other
'works well with mobile app',Other
'looooww',Other
'verride approvers was not clear',Other
' would love it to be more user friendly',Other
'its getting easier and easier to navigate great support from  travel accounting as well',Other
'he software indicates that you can attach a single  of receipts at the report level but it still forces an upload and attachment of a file for each line item ttaching a file for every line item is painfulhis box should wrap with a vertical scroll bar instead of having a horizontal scroll bar',Other
'elatively easy so far',Other
'his program is awful receipts should not be needed for $',Other
'his happens with many reports or lodging the rates change depending on events days of the weeketc here is no easy way to make all the taxes and nightly rates match up when doing itemization',Other
'f a credit is created oncur will not let me submit as it says your expensed report total must be great then zero t the same time  am receiving emails stating that my card will be shut down ow can  submit it and keep transactions current if you m unable to submit a credit',Other
'ery easy to use',Other
'receipt attached and keep tell me to attach receipttry four times and finally success',Other
's it possible to create a copy of one expense to then create a similar expense item',Other
'etting better',Other
'dd mileage reporting to mobile app',Other
'eed mileage on mobile version!',Other
'very good',Other
'hanks',Other
'hanks',Other
'his is throwing an exception and  cant find it',Other
'ater for quipment attery at ',Other
'great job',Other
'till think to complicated ust noted on this form that it shows no personal amount due employee but  paid $  mashburger with cash',Other
'tamping isa in hennai',Other
'retty poorly designed application orst expense management application  have ever used t took me over one hour to create a simple expense report',Other
'ne of the worst applications  have used ery user unfriendly',Other
'edious to use',Other
't is difficult to read the reject comments he entire  is off  too much happening on a single page means these tiny windows are used tor you to review the content hen items are rejected and  need help  have no way of getting help except by resubmitting the whole expense report waiting a week for somebody to look at it and then reject the expense report again t takes too long for reports to be processed and paid efore switching to this system things were processed and paid within ten days now it takes almost a whole month',Other
'ontinue to have an issue with a real city not being recognized by your software llendale ichigan is a real place!',Other
'retty much easier this time around t just needed getting used to',Other
'ice system  however doesnt appear to understand usrainerry expenses for the o and rom field as it considers travelling in opposite directions as possible duplicates',Other
'nfriendly not nice to use',Other
'not user friendly at all!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!',Other
'ow that m getting used to the new system  dont dread doing expense reports as  used to do',Other
'wesome!  love the new system!',Other
'ot very pleased with my report being held up for  weeks because of () $ parking fees he parking meter did not give a receipt so  initially enclosed my cc statement hat was refused so then  had to fill out an affidavit hat was refused because you thought it was a duplicate expense t is very frustrating',Other
'hanks',Other
'asy',Other
'eeds to be more user friendly  oo many fields to updatecomplete irline receipts should automatically move over to expense reports  ather clumsy to use',Other
' nterne oekhouding expense note voor tankbeurt',Other
'ard to use o complicated',Other
'till challenging but getting better',Other
'na',Other
'user friendly',Other
't the current time this submission system is  time consuming  am all for new and improved but this is creating a lot of work and spending way too much time on one single tripori',Other
'ser interface is not intuitive so very difficult to figure out without experienced help',Other
'll good and easy to navigate',Other
'astos personales no reembolsables',Other
'he ads should not be in the system when you log on ery annoying',Other
'hanks',Other
'creating expense report is very comberson',Other
'eally miss the feature to import credit card data',Other
'asier to use than earlier',Other
'ates are allways below actual ones from credit card and itemizing is painful for foreign hotel bills',Other
't would help a lot if  could add an attendee to a meal and mark it as nonreimbursable',Other
'good',Other
'uch better than the old way of submitting bills',Other
'took a little time to get through it next time will go much easier',Other
'      have download to  and upload',Other
'eed more inperson help to submit expense',Other
'good',Other
'no need to ask about basic dinner expenses seemed every amount was over the limit',Other
'have always had good service',Other
'ome receipts are difficult to process especially when they are auto populated as an available expense',Other
'he system went down several times while  was preparing my report',Other
'still somewhat cumbersomebut getting used to it',Other
'getting better',Other
'uch better interface than  lease keep improving on it hanks',Other
'hy we need to attach the receipt which is not possible to provide for bank fees over $',Other
'its horrible low and cumbersome',Other
'its terrible',Other
'aking a simple flight change for a outhwest flight has led to a saga of  months of back and forth to get this trip reimbursed',Other
'ery pleased with oncur',Other
' had several problems with concur saving items and adding clients to lunches and then saving them  think they are saved on my end lease let me know nn',Other
'here is no provision for hotel rates that vary over a stay causing an odd amount that cant be rectified easily',Other
' like it!',Other
'oor feedback to user eleting an entry sends user back to start page! nbelievablewitch from report to transactions loses entries if not saved and user is not warned!',Other
'thank you for making it east to work',Other
'f transactions can be linked directly from the credit card then when the purchase was made directly through oncur there should be no need for a receipt!',Other
'eceived conflicting itemization changes',Other
'not impressed!',Other
'system is very slow to upload ook me  hours to do lthough individual expenses for hotel when rates are different each is day is very cumbersome',Other
'he site does not recognize the receipts attached it drove me crazy',Other
'thanks you',Other
' am still very confused by the questions about sending payment to the corporate credit card m pretty sure that is the default which makes the options when you start the report and when you submit it really confusing',Other
'll dinner expenses entered used through the concur app show up on the wrong days when  add them to a new report ave to go through and manually change the dates and this is difficult on expenses without receipts',Other
' have found this system to be difficult even with the support sheet onnection oint was helpful but for info on how to do the itineraries the person had to phone in specialists which suggests that its not as accessible as one might like ll try to get the hang of it but thats a whack of time ve spent doing the travel request and the expense report  hope it gets faster for me',Other
'ou should be allowed to attach receipts as  files his is the format that  receive them in from hotels taxis etc when they are emailed to me',Other
'ts new and  will need to learn more before  will comment ome is easier and some  am not sure about',Other
'ystem isnt all that intuitive for a nontech individual',Other
'o far has been very easy to use and much faster system than we had in place before',Other
'issing two receipts ost the immy ones esturant receipt and did not receive from ir anada the $ which is the charge to take an earlier flight because  was not feeling well',Other
'ery good',Other
'eing able to upload all my receipts at once would help a ton f there is such a feature please add it to the ew xpense eport page',Other
'very good !',Other
'ot a fan',Other
'ite is getting slower and slower ifficult to navigate had to reset browser',Other
'uper easy to use',Other
'hy wouldnt our flight receipts pull through if they are booked through the same system hat doesnt make too much sense',Other
'ifth hird ay',Other
'he tax and gst is confusing to calculate  hope i got it correctly',Other
'rogram is hard to use if you dont use it regularly but the support from the  team is excellent )',Other
'oo manual and effort taking receipts require more effort than peoplesoft',Other
'ery easy to use  though training is geared for mex reimbursements and outofpocket is kind of an afterthought it is still pretty good!',Other
'otel olio is very clunky and takes way way way too much time onsider doing otel in one expense orget the taxes and incidental charges especially when room rates vary from day to day',Other
'e need to modify the otel temization section ar too much work and time burned to justify what little data it provides ',Other
'ok',Other
'attaching multiple receipts was not clear to me',Other
'not good',Other
' stars',Other
'reat!',Other
'oncurs is a pretty horrible program not user friendly very unforgiving and rigid eeds lots of tweeking',Other
'no comments',Other
'orking for me',Other
' just plain hate it',Other
'uperb no complaints',Other
'still slow system',Other
'ts been frustrating to resubmit preapprovals due to the lack of transition from the old (lotus notes) process to here',Other
'e need more direct billing for hotels through this t is really a pain that the only direct bill for hotels is in an orn ',Other
'uel for o ehicle ',Other
' was waiting for charges to show on my card and forgot y apologies',Other
'ery atisfied',Other
't takes way too long',Other
'here are too many confirmation messages that  have to click on oing one expense for an office supply takes  clicks (counted the last one  did) + all the typing after adding in allocations and attendees',Other
'asy',Other
'this system is sooo easy to use now drag and drop over expenses lets me know if im missing something and then submit so much faster than previous systems thanks!',Other
'very easy to use good record',Other
'o problems',Other
'reating and submitting a new report was pretty easy',Other
'xcellent once  got the hang of it',Other
'have a faster integration with  card expenses',Other
'very good tool easier to understand & submit',Other
'light was booked for  which was cancelled',Other
'ery easy and intuitive to use',Other
'ood',Other
'asy to use',Other
'   meeting expenses',Other
'when there is a meal added to hotel bill it figures in the final total the final total needs to be changed to submit an nightly itemization of lodging the meal needs to be expensed separately the lodging total does not match the hotel receipt total this is cumbersome and time consuming',Other
'elatively easy to use but some sort of brief outline of the steps required to submit a reimbursement request would be helpful',Other
'he approver flow search box is confusingnitial feeling is that  have to type the namelastname in the bottom box however it is the choose how to search by instead is in teh first box where  have to actually typef the bottom box was noteditable would have same me some time',Other
'ery user friendly o easy to use',Other
'ery limited expense editing capabilities g it is not possible to move expenses under otel expense as itemizationt is not possible to use one receipt image for multiple expenses (in case of one photoscan of multiple small receipts)',Other
'good',Other
'very slow',Other
'uestion n  egislation is legal requirement the vendor send digital the commercial invoice why the system request to print  think you need to review this',Other
'ery good pp',Other
'reat',Other
'ossibility to add different segment to the travel already booked',Other
't would be convenient if the business purpose was automatically filled in',Other
' meal recipet image only shows  so  itemized the  dollar tip as personal and if you look it shows import amt at  but claim amt is only ',Other
'eed raud tab',Other
'ood ool',Other
'ay too much information to manually input',Other
'eportingexpense system is excellent ooking travel through oncur is generally less convenient less flexible and more expensive (despite niversity discounts) than booking outside',Other
'he credit card transaction integration with this tool is great',Other
'positive experience',Other
'ey  know there was need to add food reimbursement but m not worried about it ) e can submit without the food expenses',Other
'not user friendly difficult to navigate',Other
't takes way too long to get reimbursed hould be able to turn around in a week',Other
'upport ravel',Other
'ove the booking ot so much the accounting on the parking on this reportates on tickets do not match dates on credit transactions eed to have your team or xpenselt tighten it up',Other
'lease let me know if  made any mistakeshank you',Other
'may need some help on onday with attaching some receipts',Other
'not intuitive at all',Other
'lease allow user to upload  and oncur should split the otel and other related detail',Other
'ser friendly for the most part o complaints',Other
'his is usually easy but this time confusing hen  came back to the expense report that  created before receiving the invoice there was a different longer ticket number that displayed o  thought it was incorrect deleted it and copied and pasted the ticket number that appeared in the invoice nce  saved that  received a warning that it didnt match the oncur records ind of frustrating he number that should be used in the expense report should appear on the invoice that is sent',Other
'till need to enable input of a hotel not on the list',Other
'obile receipt capture was problematic ad to email the receipts to myself and attach manually as the image captured in oncur would not match to my corporate card expense ould only itemize as a separate cash items',Other
'not happy at all',Other
' am having trouble viewing receipts  get the message that it is retrieving image from image server appening a lot lately',Other
' have received a toll charge for a client visit back in ecember ',Other
'easy to use',Other
'easy to use',Other
't would be great if you could send reminders for claims that havent been submitted',Other
' cant find the receipt',Other
'wesome service!',Other
' have been unable to get receiptsconcurcom to work for me t is very annoying to have to print the receipt scan it and upload it when  already have it in my email ending receipts to oncur by email used to work when  used oncur at mericanest ank',Other
'thanks',Other
'he system is not flexible enough to automatically compensate for conversion rate charges in overseas countries  have wasted many hours since working for this company trying to submit travel claims with  or  cent mismatches due to conversion rate charges not matching precisely the charge card amounts he best option is not to use the  card anymore',Other
'his is a  to use',Other
'concur is a horrible program to use',Other
'akes too long for transactions to hit system',Other
'ifficult to navigate and not intuitive',Other
'took too many tries to upload the lyft report',Other
'ard to figure out what info to fill out',Other
'receipts didnt upload from email',Other
'low',Other
'eed windows   and  apps!!!',Other
'eed   !',Other
'asy to use though sometimes not clear how to navigate to the specific pages',Other
'lease add lbany  to your list of locations',Other
'his program is extremely slow and doesnt save uploaded receipts',Other
'uen sistema muy amigable',Other
'pgrade is worse confusing with lots of alerts',Other
' kept clicking on individual meal and it would not populate with my information  had to click on group meal add myself save and then reselect individual meal what a pain!!',Other
'asy ystem to use',Other
'ouldnt add guests via the online system had to get a colleague to assist by logging onto the app via his phone to do this',Other
'ser interface is easy to navigate eep it up!',Other
'ery good',Other
't drives me crazy n my opinion it is hard to deal with',Other
'ystem works well ust wish you could click on like transactions to submit multiple codes at once',Other
'o unpleasant to uset is not reasonable to expect employees outside of accts payable to be able to use this tool effectively t is not set up for casual use',Other
'dit the program so that you can put in the correct location',Other
'ery userfriendly and intuitive',Other
'he inability to chance a transaction date is going to cause me a lot of bureaucratic pain because my report is now flagged with an exception and my organization micromanages expense reports',Other
'he automated system has returned this item twice to me because my manager has been unable to use the system his results in a frustrating waste of time',Other
'great',Other
'great',Other
'i like new way better than scanning all the receipts but we have a lot of receipts for the same amountthere not duplicates',Other
'i submit this report on march  but i didnt receive the money yet  if you can please check it out for me  thanks ',Other
'ome entries still are listed with the wrong itinerary info because of previous trips ',Other
'our  is a bit of a mess uttons are often in surprising hard to find places ont use oncur enough to get used to it xamples next for creating a new report is a small link bottom right submit is a red button top right other are pretty far away from where your attention is',Other
'great',Other
'still doesnt work well on ipad',Other
'i cant access the app all of a sudden after using it for years it was my favorite and most useful tool my company said i just cant get in anymore',Other
'impossible to find airline receipt when booking through concur cwt',Other
'its terrible to use',Other
't takes too long to submit ne star satisfaction',Other
'lease add flights airline charges to the transport options',Other
'uch a twitchy non intuitive application t takes me so long to complete a simple report',Other
'this is my first time submitting expense in the new system t seems good',Other
'erry amilton is amazing! uch a wonderful resource!',Other
'awesome',Other
'xcellent  what would we do without erey amilton!',Other
'eed to be able to list actual locations not just what is on drop down menu',Other
'xcellent',Other
'i forgot to include the $ tip',Other
'ok',Other
'takes almost a month to get a simple phone bill approved lets go back to ',Other
'sking for a detail receipt for an $ & $ expense for donuts from andy onuts seems a little !',Other
' would like to be able to check multi doc at once to save',Other
't seems that is getting harder and harder to reimburse ome of my reimbursement had taken more than  months nacceptable',Other
'lease check and see the itemized parking  noticed that they doubled the parking charge for the second day because they didnt charge me for the first day',Other
'ractico y muy funcional',Other
'eal expenses throws warning for  but have checked multiple times and it appears well under at  for the day echecked all days multiple times',Other
'need better selection of outhwest air flights',Other
'!',Other
'utstanding program even for an old man',Other
'ike the calculate mile feature!',Other
'he system should have a function to remember common regular expenses which can be brought in each week rather than having to retype each time',Other
'imple receipt are easy otel receipts are really messy o far would have been much faster to do it with an excel sheet (our old method) t is my first time using it so hopefully it gets faster in the future',Other
'his is horrible',Other
't would be helpful if you could do a receipt affidavit on the app',Other
'ery easy to use hank you !!!',Other
'devolucion',Other
'cant report specific cities stayed and ate at whats wrong with this system',Other
'reat',Other
'good but warnings show up when it should be marked as info when you have personal expense box checked',Other
'your system is more complex and time consuming than our previous system though auditors go by rules they dont understand our business and kick back items which are the only valid way to document receipts causing undo delay and create hardship to employees since now it takes an additional week to get paid for legitimate expenses',Other
'he app needs more work on it as you cannot do certain items like you can on the browser egbulk mileage claims',Other
'doesnt matter how many starts  put when  close it says that  put  starts',Other
'orst interface everade by accounting and for accounting ot for people  ',Other
'he city form shoud recogineze smaller cities',Other
'k # for the amount of $ (my personal acct) was sent on  to cover this and other expenses',Other
'xcellent format and process',Other
'eubmitting with approval',Other
'it sucks',Other
'ery good',Other
'ts absolutly trange that  +  uros per night should extend the daily limit of  nd why the limit is only shown in  and ',Other
'ery easy to use and understand',Other
'oo complicatedneeds to be simplified',Other
's a very infrequent user  find it daunting to have to submit a claim',Other
'ould be nice to be able upload an attachment to the roject itle section',Other
'difficult to import receipts',Other
'xpense does a poor job of categorization and valuation and the system misses several personal card transactions his costs money when things are missed',Other
'na',Other
'ery slow no good usability  needed  hours for my expenses on a bank holiday',Other
't take too many time to do this report and some time the system run pretty slow',Other
'ood system',Other
'ield isits  vendor hank you',Other
'o much easier to use now!',Other
'ast and asy',Other
'or allocations it would be incredibly helpful if there was a way for one person on staff to update and for all others to then select from rather than having each employee individually enter in and update allocation expense sheets',Other
'asy to use ove it',Other
'asy to use some conversion rates are frustrating',Other
'very helpful',Other
'ery cumbersome and difficult to use exception comments are not clear and import of receipts is hit or miss',Other
'dont understand why  have to submit a report for a personal expense that was already paid',Other
't took over a week to be able to submit my expense due to no approval flow ast day of travel hr day and unable to claim all expenses due to % rule which the supervisor could give exception due to extended days',Other
'needed help to complete',Other
'he requirement for two lines in the itinerary is an enormous obstacle when only one leg of trip is part of the company business',Other
'unable to accept multiple expense reciepts hate it',Other
'o far i really enjoy the new way of submitting expense reports',Other
'irst expense report easy to use',Other
'alerios was already submitted in a past report but was not removed from oncur',Other
' love oncur ',Other
'ileage calculator doesnt work efreshes and looses route prior to finishing route and or will not refresh to actual mileage ppears to calculate low mileage versus actual route and other mileage calculators',Other
'ery long and slow process',Other
'ts a learning curve  will get there',Other
'hanks to adeline at  for helping me today',Other
'an a previous trip copied  this trip is quarterly and so next time  only have to update the dates',Other
't would be good if the cities could remember where  always am and not suggest  locations for example  end up having to type out the full new york new york because its first default is new york united kindgom (!)',Other
'erson reviewing the report may require additional training y business expenses were rejected by saying nother employee was resent and anager approval is requiredt ttendee  have added names of octors and urses am not sure where this person is seeing ther mployees',Other
'ull  version is clunky compared to the smartphone version',Other
'lease add the copy function to the phone app so  can quickly enter per diem for multiple dayshy is there no commend option for personal car mileaget would make it easier to explain how it adds up to a total',Other
't is slow and pain completing my expenses on this platform',Other
'ecoming easier to use',Other
'aking progress',Other
'its all around very slow and lot of delays associated with each key stroke',Other
'eems like you made a change recently which made it more complicated to enlarge a receipt then attach it to the record for the charge  dont like the new process',Other
'essages are hard to understand and the itemization is not intuitive n addition when you click the button to submit it states that you didnt save your information but there was no save button just a submit button',Other
'it was asking me question about gst claim rate and it was not allowing me to amend anything i had to delete my claim and enter it again and then suddenly it worked',Other
'hanks for receipts',Other
'hy is a receipt required for the $  fee',Other
'orry my mistake',Other
'ot intuitive to add employees ad to go to advance search as not able to find how to give employees a specific dollar amount',Other
't would be helpful if the most recent   lient at the top of the list was immediately viewable when trying to view the list hen you hit the  button you always have to scroll up to find the most recent entry',Other
'ncrease the size of pdf of receipts that can be upload hen doing large expense reports  have to split them up into several different reports ee this report as an example',Other
'hina rip',Other
'did  photos with xpenset one claim after the other and all of the expense information uploaded to to oncur but not all the photos transferred  out of the  didnt make it',Other
'hanks great end user system hanks for the reminder on adding attendee names',Other
'ot user friendly o copy command oes not remember previous entries  have  receipt for  months and it requires me to attach receipt  different times xtremely inefficient ',Other
'mobile app needs to do a better job of consolidating client name into expenses  always have to go in manually update the client on the computer',Other
'concur sucks all ways down get a clue',Other
'nable to submit to my  na anteliz due to not being an option for approval',Other
'reakdown for hotels at the time to be itemized is confusing',Other
'eed to be able to attach a single receipt to multiple expenses (eg hotel bill includes room service)',Other
'reat format easy to navigate ',Other
'oor follow up notification on missing data',Other
' have more out of pocket than normal due to card declining because  went over the spending limit hank you!',Other
'oo many button to click everytime',Other
'fter leaving you for a year to wallow through the muck that is racle  now fully appreciate the amazingness of your product  have never been happier to submit an expense report in my life',Other
'ice work oncur  this wasnt too bad an experience',Other
'$ was paid to iti for additional billing for trip to oston',Other
'ove the new way to upload receipts! hanks!',Other
'unch for  eam members working on ntercompany utomation',Other
'reat!',Other
'orking great thank you',Other
'good',Other
'good',Other
'a little difficult if you are not using it often enough',Other
'ad trouble add tephanie lavens to this report t would not let me send the report she had no title beside her name so  deleted her out of it and it accepted the submittali have another expense to try and  will change her attendee title',Other
'hy cant i attach an email receipt instead of having to save it as a  or an  or similar',Other
'akes too long  sometimes the app doesnt work ot a great tool',Other
'why pop up a reminder for a set of expenses that receipts are required that shows  expense has a receipt already!',Other
'remove the receipt nag screen when every expense has a receipt',Other
'ery good program hanks',Other
'utbound ransportation  (arisela astro)',Other
'ery easy',Other
'frustrated with constantly being buffeted out of completing the receipt claim  and then uable to get receipts from the allery',Other
'find it frustrating when the sytem start buffeting due to data being inputted already into the boxes eg amount and have to keep trying to save!!!!',Other
'takes forever',Other
'takes too long',Other
'lease approve',Other
'o far good',Other
' estrellas satisfecho muchas gracias muy practico el sistema',Other
' have receipts for everything but was finding it way to difficult to upload copies so i signed an affidavit instead  can email fax or text receipts but this was getting on my nerves',Other
'not user friendly',Other
'receipts very difficult to read',Other
'his was the first time going through the new system he & team (ammy) was amazing he system is better then the old racle platform and is quite intuitive opefully  did not make too many mistakes on my first expense submission in the new system!',Other
'unsat slow hard to use',Other
' didt get an alert that this was audited and not properly paid ost expense system ve had to use in  years of filing expenses on the job',Other
'oncur would not allow me to attach or email two receipts but  have them saved to my email and phone if necessarythanks',Other
' hate your system!!!',Other
' hate your system am very dissatisfied',Other
'his originally went to im to approve',Other
'our integration with ookingcom !!! ts taken me  hours spread over  days just to get a receipt for my hotel stay on  his caused my expense report to miss the filing date and delay my reimbursement by  weeks',Other
'nder ther ransportation harges should have an option to choose ther',Other
'system works great',Other
'ery satisfied with oncur user friendly!',Other
'lease add a per diem meal   option in the expense reports t will save time for us',Other
'ot user friendly at all akes so long to complete an expense report',Other
'ok',Other
'atisfied ittle too slow',Other
'ecause  have to scan and upload each receipt individually it now takes me twice as long to do my expense reports than what it used to in the past',Other
'confusing to submit an expense',Other
'oyce was very helpful in walking me through having to itemize before allocating hank you oyce',Other
'ola arco este reporte ya lo habia enviado y tu ya lo habias aprovado pero creo que a iannzas se les paso el tiempo y lo regreso a mi buzon me piden que lo envie nuevamente disculpa la molestia',Other
's  spend more time with oncur it becomes easier',Other
' thought for sure that  had all receipts he cab must have been a paper receipt because  am unable to bring it up from square nd  just dont know what happened to the ed obster receipt et me know what  need to do in order to have the report processedhanksobin',Other
'o much easier on a laptop  than on the phone',Other
'responses are quickly done',Other
'ecently used employee list is awful  have  of the same person!',Other
'not good today keep trying to add a receipt and it does not show up on my expenses',Other
'pretty good so far',Other
'his the first time  am submitting expense in  and this is more easy than ',Other
'lease improve your itemized in the hotelaccomodation this simply creates nuisance and takes lot of timef im attaching the receipt then why do i have to itemize its just simple over burden',Other
'he mileage calculator makes things super convenient and easy!',Other
'ok',Other
'where there are exceptions it would be useful to have an explanation of how to rectify the issue and not just say there is a problem',Other
'reat ool',Other
'reat tool',Other
'his expense was mistakenly left off the originally submitted report for ',Other
'oncur was user friendly',Other
'hen a receipt is matched the program should modify the receiptno receipt flag',Other
'ine',Other
